waveform,amplitude,duration,frequency,charge_uC_per_cm2,charge_balanced,ap_fired
square,4.6,200.0,30.0,0.9199999999999997,True,True
square,4.799999999999999,200.0,30.0,0.9599999999999994,True,True
triangle,1.0,200.0,30.0,0.100001,True,False
triangle,1.2,200.0,30.0,0.1200012,True,False
triangle,1.4,200.0,30.0,0.1400014,True,False
triangle,1.5999999999999999,200.0,30.0,0.16000159999999994,True,False
triangle,1.7999999999999998,200.0,30.0,0.18000180000000007,True,False
triangle,1.9999999999999998,200.0,30.0,0.20000199999999999,True,False
triangle,2.1999999999999997,200.0,30.0,0.2200022,True,False
triangle,2.3999999999999995,200.0,30.0,0.24000239999999992,True,False
triangle,2.5999999999999996,200.0,30.0,0.2600025999999999,True,False
triangle,2.8,200.0,30.0,0.2800028,True,False
triangle,2.9999999999999996,200.0,30.0,0.3000029999999999,True,True
triangle,3.1999999999999993,200.0,30.0,0.3200031999999998,True,True
triangle,3.3999999999999995,200.0,30.0,0.3400034,True,True
triangle,3.5999999999999996,200.0,30.0,0.36000360000000015,True,True
triangle,3.7999999999999994,200.0,30.0,0.3800038,True,True
triangle,3.999999999999999,200.0,30.0,0.4000039999999999,True,True
triangle,4.199999999999999,200.0,30.0,0.4200042,True,True
triangle,4.3999999999999995,200.0,30.0,0.4400044,True,True
triangle,4.6,200.0,30.0,0.4600046,True,True
triangle,4.799999999999999,200.0,30.0,0.48000479999999984,True,True
biphasic,1.0,200.0,30.0,0.2,True,False
biphasic,1.2,200.0,30.0,0.23999999999999988,True,False
biphasic,1.4,200.0,30.0,0.27999999999999986,True,False
biphasic,1.5999999999999999,200.0,30.0,0.3200000000000001,True,False
biphasic,1.7999999999999998,200.0,30.0,0.35999999999999993,True,False
biphasic,1.9999999999999998,200.0,30.0,0.39999999999999997,True,False
biphasic,2.1999999999999997,200.0,30.0,0.4400000000000001,True,False
biphasic,2.3999999999999995,200.0,30.0,0.47999999999999976,True,True
biphasic,2.5999999999999996,200.0,30.0,0.5200000000000002,True,True
biphasic,2.8,200.0,30.0,0.5599999999999997,True,True
biphasic,2.9999999999999996,200.0,30.0,0.5999999999999999,True,True
biphasic,3.1999999999999993,200.0,30.0,0.6400000000000002,True,True
biphasic,3.3999999999999995,200.0,30.0,0.68,True,True
biphasic,3.5999999999999996,200.0,30.0,0.7199999999999999,True,True
biphasic,3.7999999999999994,200.0,30.0,0.7599999999999996,True,True
biphasic,3.999999999999999,200.0,30.0,0.7999999999999999,True,True
biphasic,4.199999999999999,200.0,30.0,0.8400000000000004,True,True
biphasic,4.3999999999999995,200.0,30.0,0.8800000000000002,True,True
biphasic,4.6,200.0,30.0,0.9199999999999997,True,True
biphasic,4.799999999999999,200.0,30.0,0.9599999999999995,True,True
